"PUBLICATION","SCENARIO","REGION","CATEGORY","PRODUCT","FLOW","UNIT","YEAR","VALUE"
"World Energy Outlook 2021","Sustainable Development Scenario","Europe","Energy","Natural gas","Production","Billion cubic metres",2050,41
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2010,148
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2019,70
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2020,55
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2030,41
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2050,34
"World Energy Outlook 2021","Announced Pledges Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2030,32
"World Energy Outlook 2021","Announced Pledges Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2050,5.4
"World Energy Outlook 2021","Sustainable Development Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2030,32
"World Energy Outlook 2021","Sustainable Development Scenario","European Union","Energy","Natural gas","Production","Billion cubic metres",2050,5.4
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2010,203
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2019,249
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2020,244
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2030,305
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2050,446
"World Energy Outlook 2021","Announced Pledges Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2030,305
"World Energy Outlook 2021","Announced Pledges Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2050,399
"World Energy Outlook 2021","Sustainable Development Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2030,278
"World Energy Outlook 2021","Sustainable Development Scenario","Africa","Energy","Natural gas","Production","Billion cubic metres",2050,252
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2010,463
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2019,646
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2020,645
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2030,800
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2050,1124
"World Energy Outlook 2021","Announced Pledges Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2030,805
"World Energy Outlook 2021","Announced Pledges Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2050,1018
"World Energy Outlook 2021","Sustainable Development Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2030,742
"World Energy Outlook 2021","Sustainable Development Scenario","Middle East","Energy","Natural gas","Production","Billion cubic metres",2050,577
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2010,807
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2019,971
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2020,926
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2030,1088
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2050,1183
"World Energy Outlook 2021","Announced Pledges Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2030,1038
"World Energy Outlook 2021","Announced Pledges Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2050,990
"World Energy Outlook 2021","Sustainable Development Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2030,1006
"World Energy Outlook 2021","Sustainable Development Scenario","Eurasia","Energy","Natural gas","Production","Billion cubic metres",2050,601
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2010,489
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2019,635
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2020,643
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2030,702
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2050,782
"World Energy Outlook 2021","Announced Pledges Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2030,701
"World Energy Outlook 2021","Announced Pledges Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2050,639
"World Energy Outlook 2021","Sustainable Development Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2030,700
"World Energy Outlook 2021","Sustainable Development Scenario","Asia Pacific","Energy","Natural gas","Production","Billion cubic metres",2050,450
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2010,216
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2019,213
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2020,196
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2030,199
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2050,246
"World Energy Outlook 2021","Announced Pledges Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2030,199
"World Energy Outlook 2021","Announced Pledges Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2050,238
"World Energy Outlook 2021","Sustainable Development Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2030,199
"World Energy Outlook 2021","Sustainable Development Scenario","Southeast Asia","Energy","Natural gas","Production","Billion cubic metres",2050,103
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2010,5231
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2019,5717
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2020,5462
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2030,5132
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2050,4020
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2030,4828
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2050,2672
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2030,3786
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Coal","Production","Million tonnes of coal equivalent",2050,1189
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2010,4065
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2019,4485
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2020,4296
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2030,3944
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2050,3057
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2030,3703
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2050,1982
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2030,2839
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Steam coal","Production","Million tonnes of coal equivalent",2050,771
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2010,866
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2019,972
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2020,940
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2030,1005
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2050,843
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2030,971
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2050,605
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2030,850
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Coking coal","Production","Million tonnes of coal equivalent",2050,406
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2010,300
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2019,260
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2020,226
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2030,182
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2050,119
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2030,154
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2050,86
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2030,97
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Lignite and peat","Production","Million tonnes of coal equivalent",2050,13
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2010,818
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2019,542
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2020,410
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2030,262
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2050,110
"World Energy Outlook 2021","Announced Pledges Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2030,153
"World Energy Outlook 2021","Announced Pledges Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2050,58
"World Energy Outlook 2021","Sustainable Development Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2030,138
"World Energy Outlook 2021","Sustainable Development Scenario","North America","Energy","Coal","Production","Million tonnes of coal equivalent",2050,34
"World Energy Outlook 2021","Stated Policies Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2010,75
"World Energy Outlook 2021","Stated Policies Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2019,87
"World Energy Outlook 2021","Stated Policies Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2020,63
"World Energy Outlook 2021","Stated Policies Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2030,48
"World Energy Outlook 2021","Stated Policies Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2050,34
"World Energy Outlook 2021","Announced Pledges Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2030,35
"World Energy Outlook 2021","Announced Pledges Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2050,0
"World Energy Outlook 2021","Sustainable Development Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2030,35
"World Energy Outlook 2021","Sustainable Development Scenario","Central and South America","Energy","Coal","Production","Million tonnes of coal equivalent",2050,0
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2010,330
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2019,218
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2020,178
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2030,88
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2050,41
"World Energy Outlook 2021","Announced Pledges Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2030,65
"World Energy Outlook 2021","Announced Pledges Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2050,29
"World Energy Outlook 2021","Sustainable Development Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2030,51
"World Energy Outlook 2021","Sustainable Development Scenario","Europe","Energy","Coal","Production","Million tonnes of coal equivalent",2050,7.5
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2010,220
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2019,151
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2020,124
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2030,53
"World Energy Outlook 2021","Stated Policies Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2050,13
"World Energy Outlook 2021","Announced Pledges Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2030,34
"World Energy Outlook 2021","Announced Pledges Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2050,5.3
"World Energy Outlook 2021","Sustainable Development Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2030,34
"World Energy Outlook 2021","Sustainable Development Scenario","European Union","Energy","Coal","Production","Million tonnes of coal equivalent",2050,5.3
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2010,210
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2019,225
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2020,213
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2030,199
"World Energy Outlook 2021","Stated Policies Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2050,170
"World Energy Outlook 2021","Announced Pledges Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2030,151
"World Energy Outlook 2021","Announced Pledges Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2050,67
"World Energy Outlook 2021","Sustainable Development Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2030,149
"World Energy Outlook 2021","Sustainable Development Scenario","Africa","Energy","Coal","Production","Million tonnes of coal equivalent",2050,46
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2010,1
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2019,1.4
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2020,1.4
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2030,1.4
"World Energy Outlook 2021","Stated Policies Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2050,1.5
"World Energy Outlook 2021","Announced Pledges Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2030,1
"World Energy Outlook 2021","Announced Pledges Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2050,0
"World Energy Outlook 2021","Sustainable Development Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2030,1
"World Energy Outlook 2021","Sustainable Development Scenario","Middle East","Energy","Coal","Production","Million tonnes of coal equivalent",2050,0
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2010,309
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2019,430
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2020,394
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,411
"World Energy Outlook 2021","Stated Policies Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,417
"World Energy Outlook 2021","Announced Pledges Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,391
"World Energy Outlook 2021","Announced Pledges Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,428
"World Energy Outlook 2021","Sustainable Development Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,249
"World Energy Outlook 2021","Sustainable Development Scenario","Eurasia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,131
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2010,3487
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2019,4213
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2020,4203
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2030,4123
"World Energy Outlook 2021","Stated Policies Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2050,3245
"World Energy Outlook 2021","Announced Pledges Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2030,4034
"World Energy Outlook 2021","Announced Pledges Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2050,2091
"World Energy Outlook 2021","Sustainable Development Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2030,3164
"World Energy Outlook 2021","Sustainable Development Scenario","Asia Pacific","Energy","Coal","Production","Million tonnes of coal equivalent",2050,972
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2010,318
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2019,510
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2020,484
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,479
"World Energy Outlook 2021","Stated Policies Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,443
"World Energy Outlook 2021","Announced Pledges Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,457
"World Energy Outlook 2021","Announced Pledges Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,458
"World Energy Outlook 2021","Sustainable Development Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2030,325
"World Energy Outlook 2021","Sustainable Development Scenario","Southeast Asia","Energy","Coal","Production","Million tonnes of coal equivalent",2050,148
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2019,98.6
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2020,89.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2030,106.4
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Liquids","Demand","Million barrels per day",2050,108.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Liquids","Demand","Million barrels per day",2030,100.8
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Liquids","Demand","Million barrels per day",2050,83.3
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Liquids","Demand","Million barrels per day",2030,93.3
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Liquids","Demand","Million barrels per day",2050,55.1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2019,2
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2020,1.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2030,3.5
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2050,5.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2030,4.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2050,6.6
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2030,5.8
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Biofuels","Demand","Million barrels per day",2050,8.1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2019,96.6
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2020,87.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2030,103
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Demand","Million barrels per day",2050,103
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Demand","Million barrels per day",2030,96.1
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil","Demand","Million barrels per day",2050,76.7
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Demand","Million barrels per day",2030,87.6
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil","Demand","Million barrels per day",2050,47
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2019,0.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2020,0.9
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2030,1.1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2050,1.3
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2030,1
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2050,0.5
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2030,0.9
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","CTL, GTL and additives","Demand","Million barrels per day",2050,0.2
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2019,1
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2020,0.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2030,0.4
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2050,0.2
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2030,0.4
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2050,0.2
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2030,0.2
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Direct use of crude oil","Demand","Million barrels per day",2050,0
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2019,94.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2020,86.3
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2030,101.5
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil products","Demand","Million barrels per day",2050,101.5
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil products","Demand","Million barrels per day",2030,94.7
"World Energy Outlook 2021","Announced Pledges Scenario","World","Energy","Oil products","Demand","Million barrels per day",2050,76
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil products","Demand","Million barrels per day",2030,86.4
"World Energy Outlook 2021","Sustainable Development Scenario","World","Energy","Oil products","Demand","Million barrels per day",2050,46.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2019,101.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2020,101.8
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2030,104.7
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refining capacity","Million barrels per day",2050,105.8
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2019,81.6
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2020,74.4
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2030,85.8
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Refinery runs","Million barrels per day",2050,85.5
"World Energy Outlook 2021","Stated Policies Scenario","World","Energy","Oil","Capacity at risk","Million barrels per day",2050,16.4
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2019,22.3
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2020,22
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2030,21.2
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refining capacity","Million barrels per day",2050,20.9
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2019,18.9
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2020,16.4
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2030,18.5
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Refinery runs","Million barrels per day",2050,17.5
"World Energy Outlook 2021","Stated Policies Scenario","North America","Energy","Oil","Capacity at risk","Million barrels per day",2050,1.8
"World Energy Outlook 2021","Stated Policies Scenario","Europe","Energy","Oil","Refining capacity","Million barrels per day",2019,16.4
